106
26
-28
129.5
225
58.5
63.5
68
427
57.5
42
22
134.5
0
0
154.5
144
185
332
-28
-25.5
10.5
22
3
77.5
40
95
44
-54
0
157
-2
38.5
72.5
57
155
265
384
397.5
483
240
282.5
424
471
31.5
58.5
-2.5
356
297
72
189
267
56.5
72
21
-46.5
10
-4
70
174
156
78
249
60
13.5
74.5
-44
139.5
62
81.5
-28
-0.5
0
54
0.5
174
48
60
399
166
91
109
120.5
95
0
175
-39
159.5
-29
94
-18
166
-6.5
61
10
124
175
48
73
-65.5
86
233
2
70
70
60
279
279
177.5
95.5
59.5
-44
-74.5
8
44
16
64
84.5
160.5
-4
8.5
7
69.5
81.5
102
52
203
-11
6
206.5
283
163.5
108
182
64
184.5
170
141
248
99
48
77
217
53
94.5
65
284
147.5
287
395
247
-86.5
284.5
178
64
196
57
270
309
156.5
-64
229.5
312
266
160
88
169
233.5
286
-48
162
-1
14
61
146
439
228.5
529
486.5
333
-45
-86.5
306
197
135
442
176
110
133
240
224
143
257.5
90.5
136
384
76.5
365.5
83.5
139.5
378.5
259
45
174
136
170.5
-7.5
170
39.5
-7
11
36
24
143
69
70
-19
130
258
68
172
-18.5
275
429
151
211
102
250.5
128
-119.5
161
241.5
70
30.5
164
171
-38
57.5
-12
125
-75
235
-136
279
-60
-9
-90
-68
-88
-116
-168
603
245
27
41
-16
345
422
-45
308
275.5
174
321.5
402
562.5
-40
-11.5
-64
23.5
403
258
178
339
305.5
191
260
160
262.5
